id,current_month,id,logins_current_month,country,traffic_type,platform,ads_shown_current_month,ads_revenue_current_month,revenue_current_month,games_pvp,wins_pvp,quests,hard_quests,current_passed_level,offers,currency_1,currency_2,currency_3,currency_4,currency_5,currency_6,currency_7,current_avg_ping,current_month,ads_revenue_next_month,revenue_next_month,is_active_next_month,months_after_reg
15221,2025-04,15221,2,13,paid,Android,2,0.0350320432335138,0.0,20,14,54,3,12,0,0,0,0,0,0,0,0,0.1878127157688141,2025-04,0.0,0.0,False,0
15231,2025-04,15231,1,153,organic,Android,1,0.0045479205437004,0.0,3,3,4,0,3,0,0,0,0,0,0,0,0,0.4039972424507141,2025-04,0.0,0.0,False,0
15244,2025-04,15244,1,180,organic,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15251,2025-04,15251,12,101,organic,Android,19,0.5377726759761572,0.0,55,27,102,5,6,0,0,0,0,0,0,0,0,0.1500509530305862,2025-04,0.0,0.0,False,1
15261,2025-04,15261,7,158,organic,Android,291,0.2476568162601324,0.0,189,109,269,13,81,10,17562,200,0,0,0,6500,500,0.2348819226026535,2025-04,0.0,0.0,False,0
15265,2025-04,15265,7,67,paid,Android,1,0.0141616882756352,0.0,5,3,16,0,1,0,0,0,0,0,0,0,0,0.1834426820278167,2025-04,0.0,0.0,False,2
15268,2025-04,15268,1,112,paid,iOS,0,0.0,0.0,6,6,19,1,5,0,0,0,0,0,0,0,0,0.3326264023780823,2025-04,0.0,0.0,False,0
15270,2025-04,15270,18,153,organic,Android,39,0.0515991618158295,0.0,169,80,187,15,61,6,13063,510,1150,1,0,1700,300,0.378988653421402,2025-04,0.0,0.0,False,1
15272,2025-04,15272,11,161,organic,Android,268,0.3571351599166519,0.0,5,3,63,2,28,0,0,0,0,0,0,0,0,0.4047810137271881,2025-04,0.0,0.0,False,15
15281,2025-04,15281,1,63,organic,Android,0,0.0,0.0,12,10,41,2,10,0,0,0,0,0,0,0,0,0.3580197393894195,2025-04,0.0,0.0,False,0
15282,2025-04,15282,1,153,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15285,2025-04,15285,27,154,paid,Android,429,0.3162368413468357,0.0,158,95,244,17,38,7,11732,264,55,2,40,5200,6050,0.3671789169311523,2025-04,0.0,0.0,False,6
15289,2025-04,15289,3,71,paid,Android,9,0.0496887420304119,0.0,2,1,24,1,4,0,0,0,0,0,0,0,0,0.4376497864723205,2025-04,0.0,0.0,False,1
15292,2025-04,15292,2,109,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15293,2025-04,15293,1,86,paid,Android,1,0.0028847421053797,0.0,6,3,9,0,1,0,0,0,0,0,0,0,0,0.3232739269733429,2025-04,0.0,0.0,False,0
15301,2025-04,15301,24,110,paid,Android,38,0.347787044942379,2.302999973297119,170,31,107,5,10,0,0,0,0,0,0,0,0,0.2187438905239105,2025-04,0.0,0.0,False,3
15302,2025-04,15302,2,67,paid,Android,12,0.0411355763208121,0.0,15,12,45,2,9,0,0,0,0,0,0,0,0,0.1840841025114059,2025-04,0.0,0.0,False,0
15304,2025-04,15304,1,6,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15312,2025-04,15312,1,63,organic,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15316,2025-04,15316,1,150,paid,Android,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15319,2025-04,15319,5,164,paid,Android,35,45.87284231185913,73.85699939727783,67,65,170,5,9,0,0,0,0,0,0,0,0,0.0940314829349517,2025-04,0.0,0.0,False,0
15324,2025-04,15324,1,164,paid,iOS,9,2.177826404571533,0.0,3,3,10,1,4,0,0,0,0,0,0,0,0,0.1855549365282058,2025-04,0.0,0.0,False,0
15328,2025-04,15328,9,13,paid,Android,16,0.0543636765796691,0.0,83,51,195,9,45,6,1574,380,0,0,0,0,0,0.2012745290994644,2025-04,0.0,0.0,False,0
15337,2025-04,15337,7,28,paid,Android,28,0.1937449902761727,0.0,30,14,49,3,11,6,42491,970,195,8,200,8850,750,0.1393295228481292,2025-04,0.0,0.0,False,11
15340,2025-04,15340,1,153,paid,Android,17,0.1600211099721491,0.0,17,13,45,2,9,0,0,0,0,0,0,0,0,0.6177293062210083,2025-04,0.0,0.0,False,0
15344,2025-04,15344,5,104,paid,Android,22,6.632038578391075,11.54300022125244,65,46,160,8,30,0,0,0,0,0,0,0,0,0.3154400587081909,2025-04,0.0,0.0,False,0
15345,2025-04,15345,1,106,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
15355,2025-04,15355,1,67,paid,Android,0,0.0,0.0,1,1,7,1,2,0,0,0,0,0,0,0,0,0.1776378899812698,2025-04,0.0,0.0,False,0
15364,2025-04,15364,15,153,paid,Android,46,0.186263846931979,0.0,178,99,279,12,45,12,6960,545,0,0,0,4850,500,0.4264911413192749,2025-04,0.0,0.0,False,1
15367,2025-04,15367,7,67,paid,Android,77,0.2895720805972814,0.0,11,9,53,2,14,0,0,0,0,0,0,0,0,0.22360859811306,2025-04,0.0,0.0,False,7
15372,2025-04,15372,6,208,paid,iOS,26,0.1063315037172287,0.0,56,31,96,7,21,0,0,0,0,0,0,0,0,0.1773705631494522,2025-04,0.0,0.0,False,3
15379,2025-04,15379,29,101,paid,Android,59,0.3656278257258236,0.0,20,12,82,4,28,5,45080,5,15,3,170,6300,9000,0.1785304993391037,2025-04,0.0,0.0,False,14
15406,2025-04,15406,1,46,paid,Android,0,0.0,0.0,12,1,24,1,2,5,266,150,0,0,0,0,0,0.3411029875278473,2025-04,0.0,0.0,False,3
15413,2025-04,15413,11,180,paid,Android,62,0.2331352725159376,0.0,105,50,151,11,32,0,0,0,0,0,0,0,0,0.4266317188739776,2025-04,0.0,0.0,False,1
15420,2025-04,15420,25,175,organic,iOS,34,0.987994217313826,0.0,381,219,294,18,30,9,22819,215,120,17,30,6450,5450,0.1843368858098983,2025-04,0.0,0.0,False,2
15423,2025-04,15423,7,153,paid,Android,13,0.0488912824075669,0.0,164,99,207,10,48,0,0,0,0,0,0,0,0,0.5128663182258606,2025-04,0.0,0.0,False,0
15432,2025-04,15432,2,67,paid,Android,0,0.0,0.0,4,4,10,0,3,0,0,0,0,0,0,0,0,0.1884743273258209,2025-04,0.0,0.0,False,0
15439,2025-04,15439,2,81,paid,Android,0,0.0,0.0,170,84,88,6,28,12,3638,580,0,0,0,0,0,0.3039867281913757,2025-04,0.0,0.0,False,0
15440,2025-04,15440,30,109,paid,Android,675,2.1504183703218587,0.0,118,57,165,13,74,6,148302,6035,1960,48,50,39200,13400,0.1739135682582855,2025-04,0.0,0.0,False,4
15441,2025-04,15441,1,164,paid,iOS,3,0.7242898941040039,0.0,1,0,13,1,3,0,0,0,0,0,0,0,0,0.0467609353363513,2025-04,0.0,0.0,False,3
15443,2025-04,15443,19,164,paid,Android,5,0.9981965869665146,0.0,60,24,116,7,52,7,6286,64,115,9,20,800,9950,0.1800042688846588,2025-04,0.0,0.0,False,17
15445,2025-04,15445,1,109,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15453,2025-04,15453,2,106,paid,Android,5,0.0168198676547035,0.0,6,5,10,1,1,0,0,0,0,0,0,0,0,0.5042937397956848,2025-04,0.0,0.0,False,0
15454,2025-04,15454,4,208,paid,Android,2,1.4347747564315796,0.0,7,7,28,2,1,0,0,0,0,0,0,0,0,0.1768607050180435,2025-04,0.0,0.0,False,3
15459,2025-04,15459,15,100,paid,Android,16,0.0273180714575573,0.0,87,47,121,10,6,0,0,0,0,0,0,0,0,0.1462036073207855,2025-04,0.0,0.0,False,5
15466,2025-04,15466,1,101,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15467,2025-04,15467,5,153,paid,Android,6,0.1133455969393253,0.0,30,16,76,2,13,0,0,0,0,0,0,0,0,0.405352771282196,2025-04,0.0,0.0,False,0
15476,2025-04,15476,1,112,paid,iOS,44,0.9253960987553,0.0,44,30,79,3,18,0,0,0,0,0,0,0,0,0.3036037385463714,2025-04,0.0,0.0,False,0
15478,2025-04,15478,1,16,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15487,2025-04,15487,1,76,paid,Android,1,0.0028084157966077,0.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0.227817103266716,2025-04,0.0,0.0,False,1
15488,2025-04,15488,28,208,paid,Android,1,0.1828075945377349,53.09500026702881,145,84,181,11,48,2,5516,635,70,27,0,16600,4650,0.1916015595197677,2025-04,0.0,0.0,False,11
15492,2025-04,15492,1,1,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15494,2025-04,15494,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,3
15500,2025-04,15500,1,133,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
15508,2025-04,15508,18,98,paid,iOS,7,0.2175175603479147,0.0,50,35,127,9,24,0,0,0,0,0,0,0,0,0.2362842708826065,2025-04,0.0,0.0,False,5
15516,2025-04,15516,1,49,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,6
15520,2025-04,15520,10,81,paid,Android,164,2.195327856577933,0.0,37,23,105,5,2,0,0,0,0,0,0,0,0,0.3778611421585083,2025-04,0.0,0.0,False,1
15524,2025-04,15524,1,153,paid,Android,0,0.0,0.0,0,0,5,0,1,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15525,2025-04,15525,1,110,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
15528,2025-04,15528,4,106,paid,Android,0,0.0,0.0,7,6,21,1,4,0,0,0,0,0,0,0,0,0.4337409734725952,2025-04,0.0,0.0,False,10
15534,2025-04,15534,19,71,paid,Android,29,5.594158083200455,0.0,87,41,134,9,16,9,20656,505,0,0,0,500,0,0.2938149273395538,2025-04,0.0,0.0,False,1
15536,2025-04,15536,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15541,2025-04,15541,3,113,paid,Android,0,0.0,0.0,0,0,5,0,4,0,0,0,0,0,0,0,0,1.062613606452942,2025-04,0.0,0.0,False,2
15542,2025-04,15542,1,153,paid,Android,0,0.0,0.0,2,0,5,0,0,0,0,0,0,0,0,0,0,0.3247974812984466,2025-04,0.0,0.0,False,12
15543,2025-04,15543,13,110,organic,Android,12,0.082416973542422,0.0,43,25,119,3,5,0,0,0,0,0,0,0,0,0.2231436520814895,2025-04,0.0,0.0,False,1
15545,2025-04,15545,20,164,paid,Android,166,4.455618713051081,0.0,54,18,85,4,23,8,31897,1865,1095,2,40,24000,5950,0.0947629660367965,2025-04,0.0,0.0,False,16
15553,2025-04,15553,3,180,organic,Android,3,0.0197554253973066,0.0,6,6,11,1,4,0,0,0,0,0,0,0,0,0.4291983842849731,2025-04,0.0,0.0,False,0
15556,2025-04,15556,21,13,paid,Android,79,0.5354372707661241,0.0,112,62,147,13,33,8,7077,1363,30,8,180,14100,4650,0.4286762475967407,2025-04,0.0,0.0,False,5
15566,2025-04,15566,9,153,paid,Android,30,0.0312667923280969,0.0,27,16,71,2,19,4,4620,275,0,0,0,4300,0,0.3670137226581573,2025-04,0.0,0.0,False,3
15571,2025-04,15571,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,14
15575,2025-04,15575,1,158,paid,Android,2,0.0374409542419016,0.0,5,1,19,1,2,0,0,0,0,0,0,0,0,0.284888744354248,2025-04,0.0,0.0,False,10
15580,2025-04,15580,1,112,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15591,2025-04,15591,1,13,paid,Android,7,0.0344951080624014,0.0,6,4,13,0,6,0,0,0,0,0,0,0,0,0.3230164647102356,2025-04,0.0,0.0,False,0
15597,2025-04,15597,1,164,paid,Android,0,0.0,0.0,1,1,5,0,0,0,0,0,0,0,0,0,0,0.1503982245922088,2025-04,0.0,0.0,False,6
15600,2025-04,15600,1,63,organic,Android,0,0.0,0.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15605,2025-04,15605,7,180,organic,Android,7,0.0238015705253928,0.0,18,8,32,1,2,0,0,0,0,0,0,0,0,0.4631581902503967,2025-04,0.0,0.0,False,5
15615,2025-04,15615,1,141,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
15621,2025-04,15621,5,8,paid,Android,13,0.5097026824951172,0.0,51,29,127,5,13,0,0,0,0,0,0,0,0,0.3982399702072143,2025-04,0.0,0.0,False,0
15622,2025-04,15622,24,153,paid,Android,361,1.1301793183665725,0.0,236,130,322,18,75,4,38489,790,790,4,0,11950,3600,0.4023709595203399,2025-04,0.0,0.0,False,2
15627,2025-04,15627,5,49,paid,Android,13,0.0427177201490849,0.0,445,220,147,9,42,5,1186,170,0,0,0,0,0,0.3019110858440399,2025-04,0.0,0.0,False,0
15636,2025-04,15636,1,173,paid,Android,0,0.0,0.0,6,5,17,1,5,0,0,0,0,0,0,0,0,0.3213330209255218,2025-04,0.0,0.0,False,0
15642,2025-04,15642,9,164,paid,iOS,35,0.8659261940047145,0.0,81,51,170,7,41,5,2019,280,0,0,0,0,0,0.1361413598060608,2025-04,0.0,0.0,False,0
15648,2025-04,15648,1,67,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15651,2025-04,15651,11,98,organic,iOS,8,0.0980976028367877,0.0,80,45,145,7,35,0,0,0,0,0,0,0,0,0.2126472890377044,2025-04,0.0,0.0,False,0
15659,2025-04,15659,27,98,paid,iOS,436,1.8416783092543485,6.736889362335205,482,266,321,23,100,4,8698,2436,6345,49,10,56350,12150,0.2592018842697143,2025-04,0.0,0.0,False,3
15662,2025-04,15662,3,76,paid,Android,24,0.065332502243109,0.0,26,16,97,4,14,8,1434,450,0,0,0,0,0,0.1856440305709839,2025-04,0.0,0.0,False,0
15668,2025-04,15668,1,67,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15676,2025-04,15676,2,67,paid,Android,1,0.0028882133774459,0.0,14,10,25,1,6,0,0,0,0,0,0,0,0,0.3157725036144256,2025-04,0.0,0.0,False,3
15678,2025-04,15678,1,164,organic,iOS,0,0.0,0.0,0,0,4,1,3,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,6
15684,2025-04,15684,7,86,paid,Android,76,0.3093615551479161,0.0,354,118,173,8,36,0,0,0,0,0,0,0,0,0.6414380073547363,2025-04,0.0,0.0,False,0
15687,2025-04,15687,1,98,paid,Android,6,0.0481535124126821,0.0,16,8,23,1,8,0,0,0,0,0,0,0,0,0.2570312619209289,2025-04,0.0,0.0,False,0
15690,2025-04,15690,1,50,paid,Android,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,4
15715,2025-04,15715,3,106,paid,Android,31,0.0986666590906679,0.0,89,40,99,5,20,8,500,525,0,0,0,0,0,0.4246154725551605,2025-04,0.0,0.0,False,0
15720,2025-04,15720,6,39,paid,Android,29,0.1930857957340777,0.0,15,7,81,2,8,0,0,0,0,0,0,0,0,0.369483470916748,2025-04,0.0,0.0,False,2
15726,2025-04,15726,21,180,paid,Android,465,0.9488827835884877,0.7630000114440918,302,160,327,14,102,11,21082,1227,425,3,0,45600,3000,0.3475471436977386,2025-04,0.0,0.0,False,13
15730,2025-04,15730,10,86,paid,Android,45,0.2289429387310519,0.0,148,84,219,11,45,5,83,20,0,0,0,4400,0,0.3678389191627502,2025-04,0.0,0.0,False,2
15737,2025-04,15737,1,101,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
15740,2025-04,15740,26,77,paid,Android,131,1.040543194394559,0.0,151,96,184,12,21,0,0,0,0,0,0,0,0,0.2703900635242462,2025-04,0.0,0.0,False,3
15748,2025-04,15748,10,19,paid,Android,11,0.0189210695098154,0.0,32,15,57,3,13,6,9217,1145,0,0,0,0,0,0.2903285324573517,2025-04,0.0,0.0,False,4
15749,2025-04,15749,1,164,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
15770,2025-04,15770,27,98,organic,Android,1222,3.128028516541235,0.0,566,320,526,24,102,8,81270,5365,2450,10,140,48600,7250,0.3420671224594116,2025-04,0.0,0.0,False,0
15774,2025-04,15774,2,101,organic,iOS,0,0.0,0.0,2,1,5,0,0,0,0,0,0,0,0,0,0,0.1480939090251922,2025-04,0.0,0.0,False,0
15783,2025-04,15783,1,86,organic,iOS,3,0.0427382495254278,0.0,10,6,17,1,4,0,0,0,0,0,0,0,0,0.5413962006568909,2025-04,0.0,0.0,False,0
15784,2025-04,15784,22,151,organic,Android,770,0.3370794070506235,0.0,199,158,457,19,96,7,4190,2645,410,0,0,5550,5000,0.4049910604953766,2025-04,0.0,0.0,False,0
15793,2025-04,15793,1,164,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15794,2025-04,15794,1,153,organic,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15800,2025-04,15800,19,98,organic,Android,0,0.0,0.0,69,42,118,8,3,0,0,0,0,0,0,0,0,0.2409360408782959,2025-04,0.0,0.0,False,3
15805,2025-04,15805,1,11,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15806,2025-04,15806,10,164,paid,iOS,29,3.854612901806832,11.076409578323364,111,78,213,12,72,3,6561,44,0,0,0,0,0,0.0601370297372341,2025-04,0.0,0.0,False,0
15810,2025-04,15810,1,73,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15815,2025-04,15815,2,71,organic,iOS,4,0.125465365126729,0.0,1,1,5,0,0,0,0,0,0,0,0,0,0,0.2943851351737976,2025-04,0.0,0.0,False,0
15818,2025-04,15818,22,164,paid,iOS,83,14.663888595998287,71.82468605041504,247,210,420,18,107,8,5296,1085,435,13,50,200,5550,0.1384946405887603,2025-04,0.0,0.0,False,0
15819,2025-04,15819,27,71,paid,Android,60,1.326546144671738,0.7630000114440918,363,219,412,21,71,0,0,0,0,0,0,0,0,0.4011029303073883,2025-04,0.0,0.0,False,1
15823,2025-04,15823,1,86,paid,Android,0,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,0,0,0.3725373148918152,2025-04,0.0,0.0,False,0
15827,2025-04,15827,4,141,organic,Android,138,0.4159048321889713,2.302999973297119,97,69,182,7,38,0,0,0,0,0,0,0,0,0.2312137931585312,2025-04,0.0,0.0,False,0
15830,2025-04,15830,2,101,organic,iOS,0,0.0,0.0,23,15,82,3,4,0,0,0,0,0,0,0,0,0.2130837142467498,2025-04,0.0,0.0,False,0
15832,2025-04,15832,1,7,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15833,2025-04,15833,1,47,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
15839,2025-04,15839,1,161,paid,Android,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15845,2025-04,15845,29,180,paid,iOS,854,3.366246278194012,0.0,79,34,144,6,51,9,24789,1646,2870,3,90,23300,22600,0.4206824600696563,2025-04,0.0,0.0,False,7
15846,2025-04,15846,1,76,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15847,2025-04,15847,1,125,organic,Android,0,0.0,0.0,2,0,3,1,0,0,0,0,0,0,0,0,0,0.2238261699676513,2025-04,0.0,0.0,False,3
15848,2025-04,15848,26,85,paid,Android,128,0.089479417700204,0.0,176,104,284,13,67,7,33830,735,0,0,0,550,500,0.2304307222366333,2025-04,0.0,0.0,False,1
15858,2025-04,15858,1,175,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15866,2025-04,15866,7,86,paid,iOS,30,1.1836151760071516,0.0,86,56,174,6,30,0,0,0,0,0,0,0,0,0.4521928429603576,2025-04,0.0,0.0,False,0
15867,2025-04,15867,23,86,paid,Android,35,0.0793370326282456,0.0,159,73,203,14,10,3,1900,170,0,0,0,13250,350,0.7239346504211426,2025-04,0.0,0.0,False,2
15868,2025-04,15868,1,20,paid,Android,0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,1
15871,2025-04,15871,2,98,paid,Android,3,0.04028604272753,0.0,1,0,8,1,3,0,0,0,0,0,0,0,0,0.335451066493988,2025-04,0.0,0.0,False,10
15873,2025-04,15873,10,164,paid,Android,6,0.0445555038750171,0.0,33,15,73,5,1,0,0,0,0,0,0,0,0,0.0828857421875,2025-04,0.0,0.0,False,2
15877,2025-04,15877,8,107,organic,Android,12,0.3132808115333318,7.692999839782715,112,60,155,11,53,0,0,0,0,0,0,0,0,0.161601111292839,2025-04,0.0,0.0,False,1
15879,2025-04,15879,1,153,paid,Android,0,0.0,0.0,6,5,15,2,5,0,0,0,0,0,0,0,0,0.32476806640625,2025-04,0.0,0.0,False,0
15890,2025-04,15890,8,71,paid,Android,10,0.7653031535446644,0.0,59,30,101,5,3,0,0,0,0,0,0,0,0,0.4328007400035858,2025-04,0.0,0.0,False,1
15893,2025-04,15893,1,67,paid,Android,7,0.1155576864257454,0.0,13,6,42,2,23,0,0,0,0,0,0,0,0,0.1901165097951889,2025-04,0.0,0.0,False,1
15895,2025-04,15895,9,75,paid,Android,49,0.2833569421200081,0.0,32,21,104,3,8,0,0,0,0,0,0,0,0,0.2447696477174759,2025-04,0.0,0.0,False,0
15897,2025-04,15897,4,110,paid,Android,2,0.0446394477039575,0.0,6,4,20,1,42,0,0,0,0,0,0,0,0,1.3279120922088623,2025-04,0.0,0.0,False,3
15898,2025-04,15898,1,86,paid,Android,1,0.0114669129252433,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,7
15902,2025-04,15902,1,164,paid,iOS,0,0.0,0.0,0,0,4,0,2,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15910,2025-04,15910,1,164,paid,Android,2,2.0128623843193054,2.302999973297119,3,2,6,0,1,0,0,0,0,0,0,0,0,0.171465590596199,2025-04,0.0,0.0,False,0
15913,2025-04,15913,11,173,organic,iOS,89,0.180905571905896,0.0,190,115,275,15,83,6,3931,485,0,0,0,3950,0,0.2388521879911422,2025-04,0.0,0.0,False,0
15919,2025-04,15919,17,14,paid,iOS,137,20.543752387166023,0.0,73,38,158,10,19,0,0,0,0,0,0,0,0,0.1849218755960464,2025-04,0.0,0.0,False,1
15935,2025-04,15935,4,153,paid,Android,19,0.0959027765784412,0.0,52,37,87,5,27,0,0,0,0,0,0,0,0,0.3540768027305603,2025-04,0.0,0.0,False,0
15940,2025-04,15940,10,85,paid,Android,4,0.0053181009716354,0.0,49,24,168,8,16,0,0,0,0,0,0,0,0,0.2398654073476791,2025-04,0.0,0.0,False,1
15941,2025-04,15941,3,137,paid,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15945,2025-04,15945,4,67,paid,iOS,0,0.0,0.0,7,2,7,0,1,0,0,0,0,0,0,0,0,0.1669882088899612,2025-04,0.0,0.0,False,5
15949,2025-04,15949,1,153,paid,Android,0,0.0,0.0,1,1,3,0,0,0,0,0,0,0,0,0,0,2.834226608276367,2025-04,0.0,0.0,False,3
15950,2025-04,15950,2,102,paid,Android,4,0.0062653078930452,0.0,4,4,10,0,4,0,0,0,0,0,0,0,0,0.2279683500528335,2025-04,0.0,0.0,False,0
15952,2025-04,15952,1,104,paid,Android,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15962,2025-04,15962,1,112,paid,Android,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15963,2025-04,15963,30,59,organic,iOS,937,9.976957799168304,0.0,121,85,155,9,81,8,102701,4546,1287,2,590,15250,47450,0.0782324224710464,2025-04,0.0,0.0,False,9
15965,2025-04,15965,1,16,organic,Android,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,2
15967,2025-04,15967,1,81,organic,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,0
15969,2025-04,15969,26,164,paid,Android,262,7.844745555892587,16.918999671936035,84,52,204,10,46,2,49998,1295,6825,49,0,62700,7150,0.0713664069771766,2025-04,0.0,0.0,False,1
15970,2025-04,15970,2,158,paid,Android,0,0.0,0.0,6,3,24,1,1,0,0,0,0,0,0,0,0,0.2490085661411285,2025-04,0.0,0.0,False,8
15971,2025-04,15971,3,73,paid,Android,28,0.1910545218270272,0.0,10,8,28,2,6,0,0,0,0,0,0,0,0,0.6721505522727966,2025-04,0.0,0.0,False,0
15976,2025-04,15976,1,16,paid,iOS,0,0.0,0.0,1,0,4,0,2,0,0,0,0,0,0,0,0,0.2070167809724807,2025-04,0.0,0.0,False,0
15982,2025-04,15982,1,1,paid,iOS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2025-04,0.0,0.0,False,5
15983,2025-04,15983,3,153,paid,Android,0,0.0,0.0,11,5,45,1,5,0,0,0,0,0,0,0,0,1.0701855421066284,2025-04,0.0,0.0,False,1
15986,2025-04,15986,7,1,paid,Android,15,0.1031828797422349,0.0,19,10,43,2,2,0,0,0,0,0,0,0,0,0.2714821100234985,2025-04,0.0,0.0,False,2
15995,2025-04,15995,11,98,paid,iOS,10,0.0712085692211985,0.0,42,20,87,6,3,0,0,0,0,0,0,0,0,0.2766103744506836,2025-04,0.0,0.0,False,3
15997,2025-04,15997,6,109,paid,Android,7,0.0566518679261207,0.0,59,33,170,7,33,6,945,180,0,0,0,0,0,0.178167313337326,2025-04,0.0,0.0,False,0
16001,2025-04,16001,25,158,paid,Android,309,0.3297535970050376,0.0,114,70,272,11,43,8,47616,1025,0,0,0,18250,500,0.2035508453845977,2025-04,0.0,0.0,False,1
